 0   	607	289	318	607	289	318	-	-	-
 1   	641	317	324	641	317	324	-	-	-
 2   	630	318	312	630	318	312	-	-	-
 3   	656	337	319	656	337	319	-	-	-
 4   	727	372	355	727	372	355	-	-	-
 5   	748	377	371	748	377	371	-	-	-
 6   	712	363	349	712	363	349	-	-	-
 7   	668	342	326	668	342	326	-	-	-
 8   	638	324	314	638	324	314	-	-	-
 9   	614	313	301	614	313	301	-	-	-
 10  	580	300	280	580	300	280	-	-	-
 11  	581	314	267	581	314	267	-	-	-
 12  	590	312	278	590	312	278	-	-	-
 13  	607	303	304	607	303	304	-	-	-
 14  	606	291	315	606	291	315	-	-	-
 15  	638	313	325	638	313	325	-	-	-
 16  	699	338	361	699	338	361	-	-	-
 17  	711	340	371	711	340	371	-	-	-
 18  	743	368	375	743	368	375	-	-	-
 19  	842	420	422	842	420	422	-	-	-
 20  	885	441	444	885	441	444	-	-	-
 21  	840	429	411	840	429	411	-	-	-
 22  	829	433	396	829	433	396	-	-	-
 23  	892	461	431	892	461	431	-	-	-
 24  	978	493	485	978	493	485	-	-	-
 25  	979	482	497	979	482	497	-	-	-
 26  	1017	503	514	1017	503	514	-	-	-
 27  	1089	545	544	1089	545	544	-	-	-
 28  	1202	618	584	1202	618	584	-	-	-
 29  	1323	690	633	1323	690	633	-	-	-
 30  	1360	686	674	1360	686	674	-	-	-
 31  	1340	698	642	1340	698	642	-	-	-
 32  	1300	681	619	1300	681	619	-	-	-
 33  	1323	660	663	1323	660	663	-	-	-
 34  	1344	670	674	1344	670	674	-	-	-
 35  	1305	660	645	1305	660	645	-	-	-
 36  	1302	662	640	1302	662	640	-	-	-
 37  	1299	659	640	1299	659	640	-	-	-
 38  	1264	640	624	1264	640	624	-	-	-
 39  	1189	601	588	1189	601	588	-	-	-
 40  	1084	525	559	1084	525	559	-	-	-
 41  	1040	499	541	1040	499	541	-	-	-
 42  	1005	502	503	1005	502	503	-	-	-
 43  	951	483	468	951	483	468	-	-	-
 44  	927	471	456	927	471	456	-	-	-
 45  	941	468	473	941	468	473	-	-	-
 46  	902	444	458	902	444	458	-	-	-
 47  	866	422	444	866	422	444	-	-	-
 48  	908	440	468	908	440	468	-	-	-
 49  	949	452	497	949	452	497	-	-	-
 50  	986	473	513	986	473	513	-	-	-
 51  	1006	484	522	1006	484	522	-	-	-
 52  	1083	502	581	1083	502	581	-	-	-
 53  	1215	547	668	1215	547	668	-	-	-
 54  	1297	602	695	1297	602	695	-	-	-
 55  	1379	648	731	1379	648	731	-	-	-
 56  	1459	675	784	1459	675	784	-	-	-
 57  	1537	701	836	1537	701	836	-	-	-
 58  	1609	736	873	1609	736	873	-	-	-
 59  	1603	733	870	1603	733	870	-	-	-
 60  	1580	708	872	1580	708	872	-	-	-
 61  	1568	701	867	1568	701	867	-	-	-
 62  	1536	688	848	1536	688	848	-	-	-
 63  	1470	646	824	1470	646	824	-	-	-
 64  	1362	577	785	1362	577	785	-	-	-
 65  	1271	535	736	1271	535	736	-	-	-
 66  	1178	494	684	1178	494	684	-	-	-
 67  	1018	429	589	1018	429	589	-	-	-
 68  	789	341	448	789	341	448	-	-	-
 69  	674	292	382	674	292	382	-	-	-
 70  	10149	3473	6676	10149	3473	6676	-	-	-
