 0   	618	315	303	618	315	303	-	-	-
 1   	660	343	317	660	343	317	-	-	-
 2   	732	379	353	732	379	353	-	-	-
 3   	761	382	379	761	382	379	-	-	-
 4   	723	368	355	723	368	355	-	-	-
 5   	682	350	332	682	350	332	-	-	-
 6   	657	333	324	657	333	324	-	-	-
 7   	634	321	313	634	321	313	-	-	-
 8   	604	309	295	604	309	295	-	-	-
 9   	602	323	279	602	323	279	-	-	-
 10  	594	314	280	594	314	280	-	-	-
 11  	611	308	303	611	308	303	-	-	-
 12  	613	298	315	613	298	315	-	-	-
 13  	645	318	327	645	318	327	-	-	-
 14  	677	330	347	677	330	347	-	-	-
 15  	696	336	360	696	336	360	-	-	-
 16  	754	374	380	754	374	380	-	-	-
 17  	836	421	415	836	421	415	-	-	-
 18  	868	438	430	868	438	430	-	-	-
 19  	853	426	427	853	426	427	-	-	-
 20  	883	440	443	883	440	443	-	-	-
 21  	962	476	486	962	476	486	-	-	-
 22  	1018	507	511	1018	507	511	-	-	-
 23  	993	501	492	993	501	492	-	-	-
 24  	1025	517	508	1025	517	508	-	-	-
 25  	1097	551	546	1097	551	546	-	-	-
 26  	1207	623	584	1207	623	584	-	-	-
 27  	1335	694	641	1335	694	641	-	-	-
 28  	1387	698	689	1387	698	689	-	-	-
 29  	1377	715	662	1377	715	662	-	-	-
 30  	1338	698	640	1338	698	640	-	-	-
 31  	1354	682	672	1354	682	672	-	-	-
 32  	1360	686	674	1360	686	674	-	-	-
 33  	1323	669	654	1323	669	654	-	-	-
 34  	1318	670	648	1318	670	648	-	-	-
 35  	1321	670	651	1321	670	651	-	-	-
 36  	1292	651	641	1292	651	641	-	-	-
 37  	1207	609	598	1207	609	598	-	-	-
 38  	1106	535	571	1106	535	571	-	-	-
 39  	1074	508	566	1074	508	566	-	-	-
 40  	1039	512	527	1039	512	527	-	-	-
 41  	977	495	482	977	495	482	-	-	-
 42  	945	481	464	945	481	464	-	-	-
 43  	952	476	476	952	476	476	-	-	-
 44  	912	449	463	912	449	463	-	-	-
 45  	875	427	448	875	427	448	-	-	-
 46  	919	452	467	919	452	467	-	-	-
 47  	965	466	499	965	466	499	-	-	-
 48  	1003	486	517	1003	486	517	-	-	-
 49  	1027	498	529	1027	498	529	-	-	-
 50  	1107	513	594	1107	513	594	-	-	-
 51  	1231	559	672	1231	559	672	-	-	-
 52  	1311	618	693	1311	618	693	-	-	-
 53  	1399	665	734	1399	665	734	-	-	-
 54  	1493	695	798	1493	695	798	-	-	-
 55  	1570	718	852	1570	718	852	-	-	-
 56  	1644	757	887	1644	757	887	-	-	-
 57  	1648	763	885	1648	763	885	-	-	-
 58  	1632	752	880	1632	752	880	-	-	-
 59  	1619	742	877	1619	742	877	-	-	-
 60  	1575	718	857	1575	718	857	-	-	-
 61  	1518	680	838	1518	680	838	-	-	-
 62  	1404	608	796	1404	608	796	-	-	-
 63  	1306	559	747	1306	559	747	-	-	-
 64  	1220	519	701	1220	519	701	-	-	-
 65  	1062	457	605	1062	457	605	-	-	-
 66  	825	368	457	825	368	457	-	-	-
 67  	700	311	389	700	311	389	-	-	-
 68  	664	292	372	664	292	372	-	-	-
 69  	627	268	359	627	268	359	-	-	-
 70  	10131	3399	6732	10131	3399	6732	-	-	-
