 0   	612	302	310	612	302	310	-	-	-
 1   	628	317	311	628	317	311	-	-	-
 2   	662	342	320	662	342	320	-	-	-
 3   	740	382	358	740	382	358	-	-	-
 4   	764	387	377	764	387	377	-	-	-
 5   	726	373	353	726	373	353	-	-	-
 6   	690	353	337	690	353	337	-	-	-
 7   	657	336	321	657	336	321	-	-	-
 8   	625	320	305	625	320	305	-	-	-
 9   	596	309	287	596	309	287	-	-	-
 10  	595	322	273	595	322	273	-	-	-
 11  	590	311	279	590	311	279	-	-	-
 12  	610	304	306	610	304	306	-	-	-
 13  	613	296	317	613	296	317	-	-	-
 14  	639	315	324	639	315	324	-	-	-
 15  	675	330	345	675	330	345	-	-	-
 16  	697	335	362	697	335	362	-	-	-
 17  	747	370	377	747	370	377	-	-	-
 18  	825	416	409	825	416	409	-	-	-
 19  	870	433	437	870	433	437	-	-	-
 20  	845	422	423	845	422	423	-	-	-
 21  	850	428	422	850	428	422	-	-	-
 22  	924	463	461	924	463	461	-	-	-
 23  	993	500	493	993	500	493	-	-	-
 24  	980	488	492	980	488	492	-	-	-
 25  	1023	509	514	1023	509	514	-	-	-
 26  	1098	548	550	1098	548	550	-	-	-
 27  	1206	620	586	1206	620	586	-	-	-
 28  	1330	691	639	1330	691	639	-	-	-
 29  	1370	692	678	1370	692	678	-	-	-
 30  	1354	707	647	1354	707	647	-	-	-
 31  	1321	690	631	1321	690	631	-	-	-
 32  	1341	670	671	1341	670	671	-	-	-
 33  	1346	672	674	1346	672	674	-	-	-
 34  	1307	658	649	1307	658	649	-	-	-
 35  	1309	662	647	1309	662	647	-	-	-
 36  	1313	665	648	1313	665	648	-	-	-
 37  	1281	643	638	1281	643	638	-	-	-
 38  	1202	606	596	1202	606	596	-	-	-
 39  	1094	533	561	1094	533	561	-	-	-
 40  	1056	506	550	1056	506	550	-	-	-
 41  	1028	512	516	1028	512	516	-	-	-
 42  	961	488	473	961	488	473	-	-	-
 43  	934	477	457	934	477	457	-	-	-
 44  	946	471	475	946	471	475	-	-	-
 45  	906	443	463	906	443	463	-	-	-
 46  	872	424	448	872	424	448	-	-	-
 47  	914	445	469	914	445	469	-	-	-
 48  	952	455	497	952	455	497	-	-	-
 49  	990	479	511	990	479	511	-	-	-
 50  	1012	491	521	1012	491	521	-	-	-
 51  	1094	507	587	1094	507	587	-	-	-
 52  	1224	553	671	1224	553	671	-	-	-
 53  	1308	612	696	1308	612	696	-	-	-
 54  	1393	658	735	1393	658	735	-	-	-
 55  	1477	684	793	1477	684	793	-	-	-
 56  	1552	710	842	1552	710	842	-	-	-
 57  	1626	748	878	1626	748	878	-	-	-
 58  	1627	750	877	1627	750	877	-	-	-
 59  	1609	733	876	1609	733	876	-	-	-
 60  	1596	724	872	1596	724	872	-	-	-
 61  	1554	701	853	1554	701	853	-	-	-
 62  	1491	660	831	1491	660	831	-	-	-
 63  	1380	592	788	1380	592	788	-	-	-
 64  	1283	544	739	1283	544	739	-	-	-
 65  	1196	504	692	1196	504	692	-	-	-
 66  	1039	444	595	1039	444	595	-	-	-
 67  	805	354	451	805	354	451	-	-	-
 68  	687	299	388	687	299	388	-	-	-
 69  	651	283	368	651	283	368	-	-	-
 70  	10158	3447	6711	10158	3447	6711	-	-	-
