 0   	627	323	304	627	323	304	-	-	-
 1   	634	347	287	634	347	287	-	-	-
 2   	635	338	297	635	338	297	-	-	-
 3   	623	329	294	623	329	294	-	-	-
 4   	651	323	328	651	323	328	-	-	-
 5   	611	298	313	611	298	313	-	-	-
 6   	699	351	348	699	351	348	-	-	-
 7   	681	340	341	681	340	341	-	-	-
 8   	771	367	404	771	367	404	-	-	-
 9   	826	428	398	826	428	398	-	-	-
 10  	899	451	448	899	451	448	-	-	-
 11  	847	445	402	847	445	402	-	-	-
 12  	878	452	426	878	452	426	-	-	-
 13  	923	496	427	923	496	427	-	-	-
 14  	1030	532	498	1030	532	498	-	-	-
 15  	1073	562	511	1073	562	511	-	-	-
 16  	1067	533	534	1067	533	534	-	-	-
 17  	1186	629	557	1186	629	557	-	-	-
 18  	1193	591	602	1193	591	602	-	-	-
 19  	1512	787	725	1512	787	725	-	-	-
 20  	1555	777	778	1555	777	778	-	-	-
 21  	1508	772	736	1508	772	736	-	-	-
 22  	1457	771	686	1457	771	686	-	-	-
 23  	1418	707	711	1418	707	711	-	-	-
 24  	1413	717	696	1413	717	696	-	-	-
 25  	1352	689	663	1352	689	663	-	-	-
 26  	1255	675	580	1255	675	580	-	-	-
 27  	1384	702	682	1384	702	682	-	-	-
 28  	1397	725	672	1397	725	672	-	-	-
 29  	1276	628	648	1276	628	648	-	-	-
 30  	1242	642	600	1242	642	600	-	-	-
 31  	1204	557	647	1204	557	647	-	-	-
 32  	1151	570	581	1151	570	581	-	-	-
 33  	1102	541	561	1102	541	561	-	-	-
 34  	1029	544	485	1029	544	485	-	-	-
 35  	1029	518	511	1029	518	511	-	-	-
 36  	1016	527	489	1016	527	489	-	-	-
 37  	907	456	451	907	456	451	-	-	-
 38  	940	476	464	940	476	464	-	-	-
 39  	986	490	496	986	490	496	-	-	-
 40  	1052	524	528	1052	524	528	-	-	-
 41  	1096	537	559	1096	537	559	-	-	-
 42  	1040	491	549	1040	491	549	-	-	-
 43  	1237	573	664	1237	573	664	-	-	-
 44  	1381	647	734	1381	647	734	-	-	-
 45  	1414	693	721	1414	693	721	-	-	-
 46  	1519	731	788	1519	731	788	-	-	-
 47  	1608	759	849	1608	759	849	-	-	-
 48  	1701	764	937	1701	764	937	-	-	-
 49  	1775	845	930	1775	845	930	-	-	-
 50  	1703	815	888	1703	815	888	-	-	-
 51  	1763	835	928	1763	835	928	-	-	-
 52  	1706	793	913	1706	793	913	-	-	-
 53  	1649	772	877	1649	772	877	-	-	-
 54  	1610	706	904	1610	706	904	-	-	-
 55  	1491	671	820	1491	671	820	-	-	-
 56  	1413	641	772	1413	641	772	-	-	-
 57  	1278	547	731	1278	547	731	-	-	-
 58  	1091	501	590	1091	501	590	-	-	-
 59  	787	366	421	787	366	421	-	-	-
 60  	815	374	441	815	374	441	-	-	-
 61  	715	336	379	715	336	379	-	-	-
 62  	721	306	415	721	306	415	-	-	-
 63  	766	330	436	766	330	436	-	-	-
 64  	758	333	425	758	333	425	-	-	-
 65  	788	296	492	788	296	492	-	-	-
 66  	770	299	471	770	299	471	-	-	-
 67  	821	303	518	821	303	518	-	-	-
 68  	847	318	529	847	318	529	-	-	-
 69  	868	361	507	868	361	507	-	-	-
 70  	9473	3251	6222	9473	3251	6222	-	-	-
