 0   	653	343	310	653	343	310	-	-	-
 1   	626	318	308	626	318	308	-	-	-
 2   	641	350	291	641	350	291	-	-	-
 3   	633	332	301	633	332	301	-	-	-
 4   	635	333	302	635	333	302	-	-	-
 5   	657	325	332	657	325	332	-	-	-
 6   	615	298	317	615	298	317	-	-	-
 7   	708	354	354	708	354	354	-	-	-
 8   	678	337	341	678	337	341	-	-	-
 9   	764	365	399	764	365	399	-	-	-
 10  	819	425	394	819	425	394	-	-	-
 11  	896	451	445	896	451	445	-	-	-
 12  	843	437	406	843	437	406	-	-	-
 13  	878	453	425	878	453	425	-	-	-
 14  	905	482	423	905	482	423	-	-	-
 15  	1031	531	500	1031	531	500	-	-	-
 16  	1096	578	518	1096	578	518	-	-	-
 17  	1064	532	532	1064	532	532	-	-	-
 18  	1174	623	551	1174	623	551	-	-	-
 19  	1197	612	585	1197	612	585	-	-	-
 20  	1480	765	715	1480	765	715	-	-	-
 21  	1517	753	764	1517	753	764	-	-	-
 22  	1508	762	746	1508	762	746	-	-	-
 23  	1431	753	678	1431	753	678	-	-	-
 24  	1348	690	658	1348	690	658	-	-	-
 25  	1392	706	686	1392	706	686	-	-	-
 26  	1340	689	651	1340	689	651	-	-	-
 27  	1263	682	581	1263	682	581	-	-	-
 28  	1379	689	690	1379	689	690	-	-	-
 29  	1378	713	665	1378	713	665	-	-	-
 30  	1293	630	663	1293	630	663	-	-	-
 31  	1233	642	591	1233	642	591	-	-	-
 32  	1192	546	646	1192	546	646	-	-	-
 33  	1143	564	579	1143	564	579	-	-	-
 34  	1077	523	554	1077	523	554	-	-	-
 35  	1031	542	489	1031	542	489	-	-	-
 36  	1033	511	522	1033	511	522	-	-	-
 37  	993	511	482	993	511	482	-	-	-
 38  	899	452	447	899	452	447	-	-	-
 39  	928	467	461	928	467	461	-	-	-
 40  	972	481	491	972	481	491	-	-	-
 41  	1049	523	526	1049	523	526	-	-	-
 42  	1086	534	552	1086	534	552	-	-	-
 43  	1042	489	553	1042	489	553	-	-	-
 44  	1238	571	667	1238	571	667	-	-	-
 45  	1377	646	731	1377	646	731	-	-	-
 46  	1390	683	707	1390	683	707	-	-	-
 47  	1516	731	785	1516	731	785	-	-	-
 48  	1596	752	844	1596	752	844	-	-	-
 49  	1689	759	930	1689	759	930	-	-	-
 50  	1772	846	926	1772	846	926	-	-	-
 51  	1686	803	883	1686	803	883	-	-	-
 52  	1750	830	920	1750	830	920	-	-	-
 53  	1679	775	904	1679	775	904	-	-	-
 54  	1633	762	871	1633	762	871	-	-	-
 55  	1583	690	893	1583	690	893	-	-	-
 56  	1466	655	811	1466	655	811	-	-	-
 57  	1397	633	764	1397	633	764	-	-	-
 58  	1252	536	716	1252	536	716	-	-	-
 59  	1065	481	584	1065	481	584	-	-	-
 60  	772	357	415	772	357	415	-	-	-
 61  	803	369	434	803	369	434	-	-	-
 62  	702	329	373	702	329	373	-	-	-
 63  	713	302	411	713	302	411	-	-	-
 64  	749	319	430	749	319	430	-	-	-
 65  	742	323	419	742	323	419	-	-	-
 66  	772	286	486	772	286	486	-	-	-
 67  	761	293	468	761	293	468	-	-	-
 68  	806	294	512	806	294	512	-	-	-
 69  	821	303	518	821	303	518	-	-	-
 70  	9767	3359	6408	9767	3359	6408	-	-	-
